ticker,date,open,high,low,close
CCC,2025-11-03,8.63,8.693,8.3,8.37
CCC,2025-11-04,8.28,8.315,8.035,8.13
CCC,2025-11-05,8.09,8.16,7.82,7.84
CCC,2025-11-06,7.74,7.74,7.495,7.62
CCC,2025-11-07,7.56,7.72,7.56,7.62
CCC,2025-11-10,7.61,7.72,7.4,7.48
CCC,2025-11-11,7.52,7.72,7.4,7.44
CCC,2025-11-12,7.42,7.585,7.42,7.46
CCC,2025-11-13,7.4,7.475,7.23,7.35
CCC,2025-11-14,7.28,7.38,7.22,7.37
CCC,2025-11-17,7.44,7.44,7.0,7.015
CCC,2025-11-18,6.97,7.23,6.96,7.18
CCC,2025-11-19,7.14,7.275,7.105,7.21
CCC,2025-11-20,7.28,7.33,7.095,7.119
CCC,2025-11-21,7.07,7.285,7.06,7.22
CCC,2025-11-24,7.13,7.13,6.97,7.13
CCC,2025-11-25,7.11,7.27,7.08,7.25
CCC,2025-11-26,7.24,7.38,7.15,7.33
CCC,2025-11-28,7.33,7.49,7.33,7.45
CCC,2025-12-01,7.35,7.475,7.245,7.31
CCC,2025-12-02,7.3,7.39,7.26,7.3
CCC,2025-12-03,7.3,7.58,7.19,7.56
CCC,2025-12-04,7.59,7.6,7.44,7.51
CCC,2025-12-05,7.5,7.65,7.34,7.42
CCC,2025-12-08,7.42,7.46,7.24,7.29
CCC,2025-12-09,7.26,7.38,7.14,7.2
CCC,2025-12-10,7.21,7.265,7.15,7.22
CCC,2025-12-11,7.2,7.29,7.165,7.22
CCC,2025-12-12,7.535,7.95,7.3,7.68
