ticker,date,open,high,low,close
FIGX,2025-08-18,9.96,9.96,9.9497,9.95
FIGX,2025-08-19,9.95,9.96,9.95,9.96
FIGX,2025-08-20,9.96,9.99,9.95,9.98
FIGX,2025-08-21,9.9713,10.01,9.9713,10.01
FIGX,2025-08-22,10.02,10.02,9.99,9.99
FIGX,2025-08-25,9.99,9.99,9.99,9.99
FIGX,2025-08-26,10.02,10.02,10.02,10.02
FIGX,2025-09-03,10.01,10.01,10.0,10.01
FIGX,2025-09-04,10.05,10.05,10.01,10.01
FIGX,2025-09-05,10.01,10.01,10.01,10.01
FIGX,2025-09-08,10.05,10.05,10.0,10.0
FIGX,2025-09-09,9.98,9.98,9.98,9.98
FIGX,2025-09-11,10.01,10.01,10.01,10.01
FIGX,2025-09-16,9.985,9.985,9.98,9.98
FIGX,2025-09-17,9.98,9.98,9.98,9.98
FIGX,2025-09-18,9.99,9.99,9.99,9.99
FIGX,2025-09-19,9.98,9.98,9.98,9.98
FIGX,2025-09-22,9.98,9.99,9.98,9.99
FIGX,2025-09-23,9.99,9.99,9.99,9.99
FIGX,2025-09-24,9.99,9.99,9.99,9.99
FIGX,2025-09-29,9.99,9.99,9.99,9.99
FIGX,2025-09-30,9.99,9.99,9.99,9.99
FIGX,2025-10-02,9.99,10.0,9.99,10.0
FIGX,2025-10-07,10.0,10.01,9.98,10.01
FIGX,2025-10-08,9.99,10.0,9.99,10.0
FIGX,2025-10-09,9.99,10.0,9.99,10.0
FIGX,2025-10-20,10.029,10.03,10.02,10.02
FIGX,2025-10-21,10.03,10.05,10.03,10.05
FIGX,2025-10-22,10.0394,10.0394,10.0394,10.0394
FIGX,2025-10-23,10.03,10.03,10.03,10.03
FIGX,2025-10-24,10.0258,10.06,10.02,10.06
FIGX,2025-10-27,10.05,10.055,10.05,10.05
FIGX,2025-10-28,10.01,10.01,10.01,10.01
FIGX,2025-10-29,10.01,10.01,10.01,10.01
FIGX,2025-10-30,10.03,10.03,10.03,10.03
FIGX,2025-10-31,10.03,10.03,10.03,10.03
FIGX,2025-11-03,10.03,10.03,10.03,10.03
FIGX,2025-11-04,10.05,10.15,10.05,10.15
FIGX,2025-11-05,10.08,10.11,10.08,10.11
FIGX,2025-11-07,10.11,10.11,10.11,10.11
FIGX,2025-11-10,10.12,10.13,10.12,10.12
FIGX,2025-11-14,10.12,10.1201,10.12,10.1201
FIGX,2025-11-20,10.0929,10.0929,10.08,10.08
FIGX,2025-11-24,10.08,10.08,10.08,10.08
FIGX,2025-11-25,10.09,10.09,10.09,10.09
FIGX,2025-12-01,10.13,10.13,10.1,10.1
FIGX,2025-12-02,10.08,10.08,10.08,10.08
FIGX,2025-12-04,10.1,10.1,10.09,10.09
FIGX,2025-12-05,10.1,10.1,10.1,10.1
FIGX,2025-12-08,10.1,10.1,10.1,10.1
FIGX,2025-12-09,10.1,10.1,10.1,10.1
FIGX,2025-12-10,10.1,10.1,10.1,10.1
FIGX,2025-12-11,10.07,10.075,10.07,10.07
FIGX,2025-12-12,10.0674,10.0674,10.0674,10.0674
