ticker,date,open,high,low,close
AXG,2025-10-10,3.2,3.25,3.03,3.16
AXG,2025-10-13,3.17,3.31,2.905,3.31
AXG,2025-10-14,3.31,3.48,3.0795,3.415
AXG,2025-10-15,3.42,3.6,3.32,3.6
AXG,2025-10-16,3.59,3.7,3.45,3.68
AXG,2025-10-17,3.67,3.74,3.37,3.7
AXG,2025-10-20,3.7,3.74,3.44,3.47
AXG,2025-10-21,3.38,3.735,3.31,3.73
AXG,2025-10-22,3.76,3.765,3.485,3.63
AXG,2025-10-23,3.6,3.6,3.42,3.45
AXG,2025-10-24,3.71,3.9,3.69,3.78
AXG,2025-10-27,3.8,3.935,3.69,3.92
AXG,2025-10-28,3.91,4.1699,3.88,3.96
AXG,2025-10-29,3.93,3.95,3.635,3.71
AXG,2025-10-30,3.58,3.74,3.52,3.52
AXG,2025-10-31,3.5,3.745,3.5,3.54
AXG,2025-11-03,3.51,3.53,3.19,3.295
AXG,2025-11-04,3.24,3.68,3.24,3.63
AXG,2025-11-05,3.6,3.68,3.31,3.46
AXG,2025-11-06,3.46,3.46,3.32,3.4
AXG,2025-11-07,3.34,3.48,3.2,3.37
AXG,2025-11-10,3.35,3.65,3.33,3.63
AXG,2025-11-11,3.61,3.83,3.56,3.8
AXG,2025-11-12,3.81,3.88,3.37,3.51
AXG,2025-11-13,3.43,3.53,3.33,3.4
AXG,2025-11-14,3.36,3.695,3.36,3.58
AXG,2025-11-17,3.58,3.7,3.4886,3.66
AXG,2025-11-18,3.67,3.84,3.585,3.64
AXG,2025-11-19,3.58,3.715,3.5256,3.64
AXG,2025-11-20,3.67,3.67,3.42,3.55
AXG,2025-11-21,3.6,3.6,3.4,3.55
AXG,2025-11-24,3.57,3.62,3.475,3.58
AXG,2025-11-25,3.58,3.62,3.46,3.62
AXG,2025-11-26,3.66,3.9,3.585,3.8501
AXG,2025-11-28,3.86,3.98,3.6,3.65
AXG,2025-12-01,3.61,3.68,3.48,3.52
AXG,2025-12-02,3.55,3.65,3.43,3.51
AXG,2025-12-03,3.565,3.73,3.565,3.65
AXG,2025-12-04,3.69,3.9,3.14,3.58
AXG,2025-12-05,3.6,3.64,3.1,3.13
AXG,2025-12-08,3.24,3.39,3.14,3.38
AXG,2025-12-09,3.34,3.51,3.34,3.44
AXG,2025-12-10,3.47,3.54,3.32,3.37
AXG,2025-12-11,3.32,3.515,3.25,3.48
AXG,2025-12-12,3.48,3.505,3.35,3.4
