ticker,Date,Stock Splits,Split Ratio
SWKS,2000-04-20 04:00:00+00:00,2.0,2:1
MU,2000-05-02 04:00:00+00:00,2.0,2:1
VLY,2000-05-03 04:00:00+00:00,1.05,1.05:1
FULT,2000-05-04 04:00:00+00:00,1.05,1.05:1
COLB,2000-05-08 04:00:00+00:00,1.1,1.1:1
ERIC,2000-05-08 04:00:00+00:00,4.0,4:1
OBLG,2000-05-19 04:00:00+00:00,0.5,1:2
PAYX,2000-05-23 04:00:00+00:00,1.5,1.5:1
TXN,2000-05-23 04:00:00+00:00,2.0,2:1
EBAY,2000-05-25 04:00:00+00:00,2.0,2:1
DLHC,2000-06-02 04:00:00+00:00,0.2857142857142857,1:3.5
HWBK,2000-06-13 04:00:00+00:00,2.0,2:1
IPAR,2000-06-16 04:00:00+00:00,1.5,1.5:1
BLFS,2000-06-16 04:00:00+00:00,0.2,1:5
DLTR,2000-06-20 04:00:00+00:00,1.5,1.5:1
SEIC,2000-06-20 04:00:00+00:00,3.0,3:1
AAPL,2000-06-21 04:00:00+00:00,2.0,2:1
NVDA,2000-06-27 04:00:00+00:00,2.0,2:1
LOGI,2000-07-05 04:00:00+00:00,2.0,2:1
KOPN,2000-07-13 04:00:00+00:00,2.0,2:1
FDBC,2000-07-13 04:00:00+00:00,2.0,2:1
FITB,2000-07-17 04:00:00+00:00,1.5,1.5:1
CHKP,2000-07-26 04:00:00+00:00,2.0,2:1
INSM,2000-07-31 04:00:00+00:00,0.25,1:4
KLIC,2000-08-01 04:00:00+00:00,2.0,2:1
FMNB,2000-08-18 04:00:00+00:00,1.02,1.02:1
AMD,2000-08-22 04:00:00+00:00,2.0,2:1
VRTX,2000-08-24 04:00:00+00:00,2.0,2:1
PRDO,2000-08-28 04:00:00+00:00,2.0,2:1
INCY,2000-09-01 04:00:00+00:00,2.0,2:1
VSAT,2000-09-01 04:00:00+00:00,2.0,2:1
PLXS,2000-09-01 04:00:00+00:00,2.0,2:1
VIRC,2000-09-05 04:00:00+00:00,1.1,1.1:1
EA,2000-09-11 04:00:00+00:00,2.0,2:1
MYGN,2000-09-12 04:00:00+00:00,2.0,2:1
NDSN,2000-09-13 04:00:00+00:00,2.0,2:1
SBFG,2000-09-13 04:00:00+00:00,1.05,1.05:1
NSIT,2000-09-19 04:00:00+00:00,1.5,1.5:1
SMTC,2000-09-26 04:00:00+00:00,2.0,2:1
PGC,2000-09-28 04:00:00+00:00,1.05,1.05:1
AVT,2000-09-29 04:00:00+00:00,2.0,2:1
OCC,2000-09-29 04:00:00+00:00,1.5,1.5:1
IBCP,2000-10-03 04:00:00+00:00,1.05,1.05:1
RBBN,2000-10-10 04:00:00+00:00,3.0,3:1
AUDC,2000-10-10 04:00:00+00:00,2.0,2:1
LSCC,2000-10-12 04:00:00+00:00,2.0,2:1
FLEX,2000-10-17 04:00:00+00:00,2.0,2:1
TRST,2000-10-18 04:00:00+00:00,1.15,1.15:1
ADBE,2000-10-25 04:00:00+00:00,2.0,2:1
BANR,2000-10-27 04:00:00+00:00,1.1,1.1:1
CZNC,2000-11-22 05:00:00+00:00,1.01,1.01:1
GABC,2000-11-28 05:00:00+00:00,1.05,1.05:1
CBSH,2000-11-28 05:00:00+00:00,1.05,1.05:1
UBCP,2000-11-29 05:00:00+00:00,1.05,1.05:1
CHRW,2000-12-04 05:00:00+00:00,2.0,2:1
INOD,2000-12-04 05:00:00+00:00,2.0,2:1
NVEC,2000-12-06 05:00:00+00:00,0.2,1:5
SRDX,2000-12-07 05:00:00+00:00,2.0,2:1
SKYW,2000-12-18 05:00:00+00:00,2.0,2:1
SNFCA,2000-12-29 05:00:00+00:00,1.05,1.05:1
CVBF,2001-01-03 05:00:00+00:00,1.1,1.1:1
ONB,2001-01-05 05:00:00+00:00,1.05,1.05:1
SANM,2001-01-09 05:00:00+00:00,2.0,2:1
SCHL,2001-01-17 05:00:00+00:00,2.0,2:1
MBWM,2001-01-17 05:00:00+00:00,1.05,1.05:1
BIIB,2001-01-18 05:00:00+00:00,3.0,3:1
ZD,2001-02-08 05:00:00+00:00,0.25,1:4
CHKP,2001-02-13 05:00:00+00:00,1.5,1.5:1
GILD,2001-02-22 05:00:00+00:00,2.0,2:1
ELSE,2001-02-27 05:00:00+00:00,1.5,1.5:1
SEIC,2001-03-01 05:00:00+00:00,2.0,2:1
JKHY,2001-03-05 05:00:00+00:00,2.0,2:1
FFBC,2001-03-07 05:00:00+00:00,1.05,1.05:1
HAFC,2001-03-12 05:00:00+00:00,1.12,1.12:1
INOD,2001-03-26 05:00:00+00:00,2.0,2:1
DRS,2001-04-04 04:00:00+00:00,0.4,1:2.5
SBUX,2001-04-30 04:00:00+00:00,2.0,2:1
FULT,2001-04-30 04:00:00+00:00,1.05,1.05:1
VLY,2001-05-02 04:00:00+00:00,1.05,1.05:1
COLB,2001-05-24 04:00:00+00:00,1.1,1.1:1
FCCO,2001-05-29 04:00:00+00:00,1.05,1.05:1
HTLD,2001-06-01 04:00:00+00:00,1.25,1.25:1
FFIN,2001-06-04 04:00:00+00:00,1.25,1.25:1
GLBZ,2001-06-22 04:00:00+00:00,1.5,1.5:1
DAKT,2001-06-25 04:00:00+00:00,2.0,2:1
CZFS,2001-07-19 04:00:00+00:00,1.01,1.01:1
ORRF,2001-07-30 04:00:00+00:00,1.05,1.05:1
PEBO,2001-08-22 04:00:00+00:00,1.1,1.1:1
BCDA,2001-08-23 04:00:00+00:00,0.3333333333333333,1:3
MMSI,2001-08-28 04:00:00+00:00,1.25,1.25:1
FRME,2001-08-29 04:00:00+00:00,1.05,1.05:1
MATW,2001-09-04 04:00:00+00:00,2.0,2:1
VIRC,2001-09-04 04:00:00+00:00,1.1,1.1:1
NVDA,2001-09-10 04:00:00+00:00,2.0,2:1
CLWT,2001-09-10 04:00:00+00:00,1.3,1.3:1
IPAR,2001-09-17 04:00:00+00:00,1.5,1.5:1
HAFC,2001-09-24 04:00:00+00:00,1.5,1.5:1
DHIL,2001-09-26 04:00:00+00:00,0.2,1:5
PGC,2001-09-27 04:00:00+00:00,1.1,1.1:1
AAON,2001-10-01 04:00:00+00:00,1.5,1.5:1
PRDO,2001-10-01 04:00:00+00:00,2.0,2:1
IBCP,2001-10-03 04:00:00+00:00,1.05,1.05:1
TRST,2001-10-17 04:00:00+00:00,1.15,1.15:1
AROW,2001-10-31 05:00:00+00:00,1.05,1.05:1
KOSS,2001-11-06 05:00:00+00:00,2.0,2:1
FMNB,2001-11-14 05:00:00+00:00,1.02,1.02:1
FMBH,2001-11-19 05:00:00+00:00,1.5,1.5:1
GABC,2001-11-28 05:00:00+00:00,1.05,1.05:1
CBSH,2001-11-28 05:00:00+00:00,1.05,1.05:1
UBCP,2001-11-29 05:00:00+00:00,1.05,1.05:1
RYAAY,2001-12-07 05:00:00+00:00,2.0,2:1
LYTS,2001-12-07 05:00:00+00:00,1.5,1.5:1
UMBF,2001-12-10 05:00:00+00:00,1.05,1.05:1
SWKH,2001-12-13 05:00:00+00:00,0.1,1:10
CZNC,2002-01-02 05:00:00+00:00,1.01,1.01:1
ONB,2002-01-02 05:00:00+00:00,1.05,1.05:1
MSEX,2002-01-03 05:00:00+00:00,1.5,1.5:1
SNFCA,2002-01-04 05:00:00+00:00,1.05,1.05:1
MBWM,2002-01-16 05:00:00+00:00,1.05,1.05:1
CPRT,2002-01-22 05:00:00+00:00,1.5,1.5:1
CVBF,2002-01-22 05:00:00+00:00,1.25,1.25:1
XRAY,2002-02-01 05:00:00+00:00,1.5,1.5:1
GEN,2002-02-01 05:00:00+00:00,2.0,2:1
HTLD,2002-02-20 05:00:00+00:00,1.5769,1.5769:1
TOWN,2002-02-26 05:00:00+00:00,2.0,2:1
FCBC,2002-02-27 05:00:00+00:00,1.1,1.1:1
FCCO,2002-03-01 05:00:00+00:00,1.25,1.25:1
HAFC,2002-03-05 05:00:00+00:00,1.09,1.09:1
GILD,2002-03-08 05:00:00+00:00,2.0,2:1
WTFC,2002-03-15 05:00:00+00:00,1.5,1.5:1
WERN,2002-03-15 05:00:00+00:00,1.3333333333333333,1.3333333333333333:1
RIME,2002-03-18 05:00:00+00:00,1.5,1.5:1
ICUI,2002-03-18 05:00:00+00:00,1.5,1.5:1
RCAT,2002-03-22 05:00:00+00:00,0.01,1:100
ESCA,2002-04-01 05:00:00+00:00,3.0,3:1
COLB,2002-04-12 04:00:00+00:00,1.05,1.05:1
MMSI,2002-04-12 04:00:00+00:00,1.25,1.25:1
GYRO,2002-04-29 04:00:00+00:00,1.1,1.1:1
CATY,2002-05-10 04:00:00+00:00,2.0,2:1
FAST,2002-05-13 04:00:00+00:00,2.0,2:1
VLY,2002-05-20 04:00:00+00:00,1.25,1.25:1
YORW,2002-05-21 04:00:00+00:00,2.0,2:1
FULT,2002-05-21 04:00:00+00:00,1.25,1.25:1
PCAR,2002-05-29 04:00:00+00:00,1.5,1.5:1
ANIP,2002-06-03 04:00:00+00:00,0.1,1:10
AAON,2002-06-05 04:00:00+00:00,1.5,1.5:1
FOSL,2002-06-10 04:00:00+00:00,1.5,1.5:1
PEBO,2002-06-11 04:00:00+00:00,1.1,1.1:1
SGA,2002-06-17 04:00:00+00:00,1.25,1.25:1
OZK,2002-06-18 04:00:00+00:00,2.0,2:1
OSBC,2002-06-25 04:00:00+00:00,1.3333333333333333,1.3333333333333333:1
PENN,2002-06-26 04:00:00+00:00,2.0,2:1
SMTI,2002-06-26 04:00:00+00:00,0.01,1:100
CZFS,2002-07-10 04:00:00+00:00,1.01,1.01:1
PROV,2002-07-15 04:00:00+00:00,1.5,1.5:1
SBCF,2002-07-16 04:00:00+00:00,3.0,3:1
DSWL,2002-07-23 04:00:00+00:00,1.5,1.5:1
LAKE,2002-07-29 04:00:00+00:00,1.1,1.1:1
MSTR,2002-07-31 04:00:00+00:00,0.1,1:10
OCC,2002-07-31 04:00:00+00:00,0.125,1:8
HWC,2002-08-06 04:00:00+00:00,1.5,1.5:1
LSTR,2002-08-13 04:00:00+00:00,2.0,2:1
TSCO,2002-08-20 04:00:00+00:00,2.0,2:1
FRME,2002-08-28 04:00:00+00:00,1.05,1.05:1
VIRC,2002-09-04 04:00:00+00:00,1.1,1.1:1
SIFY,2002-09-24 04:00:00+00:00,0.25,1:4
IBCP,2002-10-02 04:00:00+00:00,1.05,1.05:1
ERIC,2002-10-23 04:00:00+00:00,0.1,1:10
INSG,2002-10-29 05:00:00+00:00,0.0666666666666666,1:15
AROW,2002-10-31 05:00:00+00:00,1.05,1.05:1
PGC,2002-11-04 05:00:00+00:00,2.0,2:1
FMNB,2002-11-13 05:00:00+00:00,1.02,1.02:1
NVEC,2002-11-22 05:00:00+00:00,0.2,1:5
COO,2002-11-25 05:00:00+00:00,2.0,2:1
GABC,2002-11-26 05:00:00+00:00,1.05,1.05:1
CTBI,2002-11-26 05:00:00+00:00,1.1,1.1:1
CBSH,2002-11-26 05:00:00+00:00,1.05,1.05:1
UBCP,2002-11-27 05:00:00+00:00,1.05,1.05:1
BYFC,2002-12-02 05:00:00+00:00,2.0,2:1
CASS,2002-12-03 05:00:00+00:00,1.05,1.05:1
JBLU,2002-12-13 05:00:00+00:00,1.5,1.5:1
CZNC,2002-12-26 05:00:00+00:00,1.01,1.01:1
EQIX,2002-12-31 05:00:00+00:00,0.03125,1:32
ONB,2003-01-02 05:00:00+00:00,1.05,1.05:1
IBCP,2003-01-02 05:00:00+00:00,1.5,1.5:1
SNFCA,2003-01-13 05:00:00+00:00,1.05,1.05:1
MBWM,2003-01-15 05:00:00+00:00,1.05,1.05:1
CWBC,2003-01-21 05:00:00+00:00,2.0,2:1
CVBF,2003-01-22 05:00:00+00:00,1.25,1.25:1
VTRS,2003-01-28 05:00:00+00:00,1.5,1.5:1
POCI,2003-01-29 05:00:00+00:00,0.1666666666666666,1:6
MSFT,2003-02-18 05:00:00+00:00,2.0,2:1
UNTY,2003-02-24 05:00:00+00:00,1.05,1.05:1
JCTC,2003-02-27 05:00:00+00:00,1.5,1.5:1
UVSP,2003-03-03 05:00:00+00:00,1.25,1.25:1
HOPE,2003-03-18 05:00:00+00:00,2.0,2:1
NHTC,2003-03-19 05:00:00+00:00,0.01,1:100
INTG,2003-04-01 05:00:00+00:00,1.5,1.5:1
GILT,2003-04-16 04:00:00+00:00,0.05,1:20
ATON,2003-04-21 04:00:00+00:00,0.1428571428571428,1:7
CZNC,2003-04-22 04:00:00+00:00,1.5,1.5:1
FULT,2003-04-28 04:00:00+00:00,1.05,1.05:1
VLY,2003-04-30 04:00:00+00:00,1.05,1.05:1
SFNC,2003-05-02 04:00:00+00:00,2.0,2:1
ORRF,2003-05-08 04:00:00+00:00,1.05,1.05:1
WKSP,2003-05-09 04:00:00+00:00,0.01,1:100
PFIS,2003-05-16 04:00:00+00:00,1.5,1.5:1
BOSC,2003-05-29 04:00:00+00:00,0.25,1:4
FXNC,2003-06-02 04:00:00+00:00,2.0,2:1
FFIN,2003-06-03 04:00:00+00:00,1.25,1.25:1
BKNG,2003-06-16 04:00:00+00:00,0.1666666666666666,1:6
SPNS,2003-06-16 04:00:00+00:00,0.2,1:5
NWFL,2003-06-17 04:00:00+00:00,1.5,1.5:1
SLM,2003-06-23 04:00:00+00:00,3.0,3:1
RIGL,2003-06-25 04:00:00+00:00,0.1111111111111111,1:9
ARTNA,2003-07-01 04:00:00+00:00,1.5,1.5:1
ISRG,2003-07-01 04:00:00+00:00,0.5,1:2
CZFS,2003-07-09 04:00:00+00:00,1.01,1.01:1
CMTL,2003-07-15 04:00:00+00:00,1.5,1.5:1
HWBK,2003-07-16 04:00:00+00:00,1.5,1.5:1
MRTN,2003-07-25 04:00:00+00:00,1.5,1.5:1
LAKE,2003-07-29 04:00:00+00:00,1.1,1.1:1
FCBC,2003-07-30 04:00:00+00:00,1.1,1.1:1
SBCF,2003-07-30 04:00:00+00:00,1.1,1.1:1
UNB,2003-08-11 04:00:00+00:00,1.5,1.5:1
MMSI,2003-08-15 04:00:00+00:00,1.3333333333333333,1.3333333333333333:1
NTWK,2003-08-18 04:00:00+00:00,0.2,1:5
EGAN,2003-08-20 04:00:00+00:00,0.1,1:10
ZBRA,2003-08-22 04:00:00+00:00,1.5,1.5:1
TSCO,2003-08-22 04:00:00+00:00,2.0,2:1
PRDO,2003-08-25 04:00:00+00:00,2.0,2:1
PEBO,2003-08-27 04:00:00+00:00,1.05,1.05:1
FRME,2003-08-27 04:00:00+00:00,1.05,1.05:1
EBAY,2003-08-29 04:00:00+00:00,2.0,2:1
UPBD,2003-09-02 04:00:00+00:00,2.5,2.5:1
ZD,2003-09-02 04:00:00+00:00,2.0,2:1
CLWT,2003-09-15 04:00:00+00:00,1.4,1.4:1
SYBT,2003-09-22 04:00:00+00:00,2.0,2:1
URBN,2003-09-22 04:00:00+00:00,2.0,2:1
SNPS,2003-09-24 04:00:00+00:00,2.0,2:1
PGC,2003-09-29 04:00:00+00:00,1.1,1.1:1
AROW,2003-09-30 04:00:00+00:00,1.25,1.25:1
WERN,2003-10-01 04:00:00+00:00,1.25,1.25:1
IBCP,2003-10-02 04:00:00+00:00,1.1,1.1:1
WEYS,2003-10-02 04:00:00+00:00,1.5,1.5:1
VTRS,2003-10-09 04:00:00+00:00,1.5,1.5:1
THFF,2003-10-16 04:00:00+00:00,2.0,2:1
GEG,2003-10-22 04:00:00+00:00,0.3333333333333333,1:3
BCBP,2003-10-30 05:00:00+00:00,1.1,1.1:1
MNRO,2003-11-03 05:00:00+00:00,1.5,1.5:1
FMNB,2003-11-12 05:00:00+00:00,1.02,1.02:1
LSTR,2003-11-14 05:00:00+00:00,2.0,2:1
MSEX,2003-11-17 05:00:00+00:00,1.3333333333333333,1.3333333333333333:1
LYTS,2003-11-17 05:00:00+00:00,1.25,1.25:1
HBNC,2003-11-18 05:00:00+00:00,1.5,1.5:1
SFST,2003-11-18 05:00:00+00:00,1.5,1.5:1
EA,2003-11-18 05:00:00+00:00,2.0,2:1
GEN,2003-11-20 05:00:00+00:00,2.0,2:1
JBLU,2003-11-21 05:00:00+00:00,1.5,1.5:1
CBSH,2003-11-25 05:00:00+00:00,1.05,1.05:1
CTBI,2003-11-26 05:00:00+00:00,1.1,1.1:1
GABC,2003-11-26 05:00:00+00:00,1.05,1.05:1
PKBK,2003-11-28 05:00:00+00:00,1.1,1.1:1
UBCP,2003-11-28 05:00:00+00:00,1.1,1.1:1
MBCN,2003-12-01 05:00:00+00:00,1.05,1.05:1
MMSI,2003-12-03 05:00:00+00:00,1.3333333333333333,1.3333333333333333:1
MRTN,2003-12-08 05:00:00+00:00,1.5,1.5:1
HGBL,2003-12-09 05:00:00+00:00,0.05,1:20
OZK,2003-12-11 05:00:00+00:00,2.0,2:1
LIN,2003-12-16 05:00:00+00:00,2.0,2:1
ADTN,2003-12-16 05:00:00+00:00,2.0,2:1
CDZI,2003-12-18 05:00:00+00:00,0.04,1:25
ROST,2003-12-19 05:00:00+00:00,2.0,2:1
SSYS,2003-12-22 05:00:00+00:00,1.5,1.5:1
CZNC,2003-12-24 05:00:00+00:00,1.01,1.01:1
CVBF,2003-12-30 05:00:00+00:00,1.1,1.1:1
SNFCA,2003-12-31 05:00:00+00:00,1.05,1.05:1
GLBZ,2003-12-31 05:00:00+00:00,1.2,1.2:1
BOTJ,2004-01-02 05:00:00+00:00,1.1,1.1:1
ONB,2004-01-02 05:00:00+00:00,1.05,1.05:1
NEOG,2004-01-02 05:00:00+00:00,1.25,1.25:1
BCDA,2004-01-06 05:00:00+00:00,6.0,6:1
ARWR,2004-01-15 05:00:00+00:00,0.0153846153846153,1:65
PROV,2004-02-03 05:00:00+00:00,1.5,1.5:1
PCAR,2004-02-06 05:00:00+00:00,1.5,1.5:1
ORRF,2004-02-11 05:00:00+00:00,2.0,2:1
NFLX,2004-02-12 05:00:00+00:00,2.0,2:1
ORKA,2004-02-23 05:00:00+00:00,0.3333333333333333,1:3
CASS,2004-03-03 05:00:00+00:00,1.1,1.1:1
TRMB,2004-03-05 05:00:00+00:00,1.5,1.5:1
LWAY,2004-03-09 05:00:00+00:00,2.0,2:1
HWC,2004-03-19 05:00:00+00:00,2.0,2:1
FIZZ,2004-03-23 05:00:00+00:00,2.0,2:1
RBCAA,2004-03-26 05:00:00+00:00,1.05,1.05:1
TACT,2004-04-05 04:00:00+00:00,1.5,1.5:1
ALRS,2004-04-12 04:00:00+00:00,2.0,2:1
FOSL,2004-04-12 04:00:00+00:00,1.5,1.5:1
MBWM,2004-04-14 04:00:00+00:00,1.05,1.05:1
CALM,2004-04-26 04:00:00+00:00,2.0,2:1
NSSC,2004-04-28 04:00:00+00:00,2.0,2:1
CINF,2004-04-28 04:00:00+00:00,1.05,1.05:1
VLY,2004-04-29 04:00:00+00:00,1.05,1.05:1
ALOT,2004-04-30 04:00:00+00:00,1.1,1.1:1
TCBK,2004-05-03 04:00:00+00:00,2.0,2:1
LCNB,2004-05-03 04:00:00+00:00,2.0,2:1
GDEN,2004-05-04 04:00:00+00:00,2.0,2:1
EXC,2004-05-06 04:00:00+00:00,2.0,2:1
COLB,2004-05-10 04:00:00+00:00,1.05,1.05:1
FARM,2004-05-11 04:00:00+00:00,10.0,10:1
FULT,2004-05-12 04:00:00+00:00,1.05,1.05:1
CCNE,2004-05-24 04:00:00+00:00,2.5,2.5:1
ESCA,2004-05-26 04:00:00+00:00,2.0,2:1
QCRH,2004-06-01 04:00:00+00:00,1.5,1.5:1
FNLC,2004-06-02 04:00:00+00:00,3.0,3:1
GSBC,2004-06-02 04:00:00+00:00,2.0,2:1
UNTY,2004-06-14 04:00:00+00:00,1.05,1.05:1
HOPE,2004-06-16 04:00:00+00:00,2.0,2:1
TOWN,2004-06-18 04:00:00+00:00,1.5,1.5:1
EWBC,2004-06-22 04:00:00+00:00,2.0,2:1
MRVL,2004-06-29 04:00:00+00:00,2.0,2:1
FRAF,2004-06-29 04:00:00+00:00,1.25,1.25:1
PTEN,2004-07-01 04:00:00+00:00,2.0,2:1
BPOP,2004-07-09 04:00:00+00:00,2.0,2:1
URBN,2004-07-12 04:00:00+00:00,2.0,2:1
MGPI,2004-07-16 04:00:00+00:00,2.0,2:1
FMBH,2004-07-19 04:00:00+00:00,1.5,1.5:1
WTBA,2004-07-22 04:00:00+00:00,1.05,1.05:1
DCOM,2004-07-26 04:00:00+00:00,1.5,1.5:1
CRDF,2004-07-27 04:00:00+00:00,111.0,111:1
OSBC,2004-07-29 04:00:00+00:00,2.0,2:1
CLWT,2004-08-03 04:00:00+00:00,1.5,1.5:1
BUSE,2004-08-04 04:00:00+00:00,1.5,1.5:1
CODA,2004-08-11 04:00:00+00:00,0.0033333333333333,1:300
QCOM,2004-08-16 04:00:00+00:00,2.0,2:1
HTLD,2004-08-23 04:00:00+00:00,1.5,1.5:1
ZBRA,2004-08-26 04:00:00+00:00,1.5,1.5:1
KINS,2004-08-26 04:00:00+00:00,0.2,1:5
GILD,2004-09-07 04:00:00+00:00,2.0,2:1
INO,2004-09-13 04:00:00+00:00,0.25,1:4
SSP,2004-09-13 04:00:00+00:00,2.0,2:1
AROW,2004-09-20 04:00:00+00:00,1.03,1.03:1
PGC,2004-09-29 04:00:00+00:00,1.1,1.1:1
CATY,2004-09-29 04:00:00+00:00,2.0,2:1
ROCK,2004-11-01 05:00:00+00:00,1.5,1.5:1
FMNB,2004-11-09 05:00:00+00:00,1.02,1.02:1
NSSC,2004-11-18 05:00:00+00:00,1.2,1.2:1
BCBP,2004-11-23 05:00:00+00:00,1.25,1.25:1
CBSH,2004-11-24 05:00:00+00:00,1.05,1.05:1
MBCN,2004-11-29 05:00:00+00:00,1.05,1.05:1
CTBI,2004-11-29 05:00:00+00:00,1.1,1.1:1
GEN,2004-12-01 05:00:00+00:00,2.0,2:1
UBCP,2004-12-01 05:00:00+00:00,1.1,1.1:1
PKBK,2004-12-10 05:00:00+00:00,1.2,1.2:1
CIGI,2004-12-13 05:00:00+00:00,2.0,2:1
UFCS,2004-12-16 05:00:00+00:00,2.0,2:1
WILC,2004-12-23 05:00:00+00:00,2.0,2:1
ONB,2005-01-03 05:00:00+00:00,1.05,1.05:1
LSTR,2005-01-10 05:00:00+00:00,2.0,2:1
OVLY,2005-01-14 05:00:00+00:00,1.5,1.5:1
CVBF,2005-01-14 05:00:00+00:00,1.25,1.25:1
SNFCA,2005-01-19 05:00:00+00:00,1.05,1.05:1
CVCO,2005-02-01 05:00:00+00:00,2.0,2:1
HAFC,2005-02-16 05:00:00+00:00,2.0,2:1
EBAY,2005-02-17 05:00:00+00:00,2.0,2:1
AAPL,2005-02-28 05:00:00+00:00,2.0,2:1
PEBK,2005-03-01 05:00:00+00:00,1.1,1.1:1
HSIC,2005-03-01 05:00:00+00:00,2.0,2:1
RGP,2005-03-02 05:00:00+00:00,2.0,2:1
BOTJ,2005-03-07 05:00:00+00:00,1.5,1.5:1
PENN,2005-03-08 05:00:00+00:00,2.0,2:1
HNNA,2005-03-09 05:00:00+00:00,1.5,1.5:1
RBCAA,2005-03-22 05:00:00+00:00,1.05,1.05:1
CCOI,2005-03-24 05:00:00+00:00,0.05,1:20
MGRC,2005-03-28 05:00:00+00:00,2.0,2:1
DGICA,2005-03-29 05:00:00+00:00,1.3333333333333333,1.3333333333333333:1
DORM,2005-03-29 05:00:00+00:00,2.0,2:1
DGICB,2005-03-29 05:00:00+00:00,1.3333333333333333,1.3333333333333333:1
DSWL,2005-03-30 05:00:00+00:00,1.5,1.5:1
MCRI,2005-03-31 05:00:00+00:00,2.0,2:1
CINF,2005-04-04 04:00:00+00:00,1.05,1.05:1
WEYS,2005-04-04 04:00:00+00:00,2.0,2:1
FWRD,2005-04-04 04:00:00+00:00,1.5,1.5:1
CMTL,2005-04-05 04:00:00+00:00,1.5,1.5:1
CRMT,2005-04-15 04:00:00+00:00,1.5,1.5:1
LAKE,2005-04-27 04:00:00+00:00,1.1,1.1:1
FXNC,2005-05-02 04:00:00+00:00,2.0,2:1
UVSP,2005-05-02 04:00:00+00:00,1.5,1.5:1
VLY,2005-05-04 04:00:00+00:00,1.05,1.05:1
COFS,2005-05-05 04:00:00+00:00,1.05,1.05:1
GNTX,2005-05-09 04:00:00+00:00,2.0,2:1
HUBG,2005-05-12 04:00:00+00:00,2.0,2:1
BBSI,2005-05-20 04:00:00+00:00,1.5,1.5:1
ADBE,2005-05-24 04:00:00+00:00,2.0,2:1
ORRF,2005-06-01 04:00:00+00:00,1.05,1.05:1
GCBC,2005-06-01 04:00:00+00:00,2.0,2:1
FFIN,2005-06-02 04:00:00+00:00,1.3333333333333333,1.3333333333333333:1
TRIB,2005-06-02 04:00:00+00:00,0.25,1:4
FULT,2005-06-09 04:00:00+00:00,1.25,1.25:1
LSAK,2005-06-13 04:00:00+00:00,0.1666666666666666,1:6
UNTY,2005-06-13 04:00:00+00:00,1.05,1.05:1
LOGI,2005-07-01 04:00:00+00:00,2.0,2:1
ISSC,2005-07-08 04:00:00+00:00,1.5,1.5:1
CZFS,2005-07-13 04:00:00+00:00,1.01,1.01:1
MBWM,2005-07-14 04:00:00+00:00,1.05,1.05:1
ATLO,2005-07-18 04:00:00+00:00,3.0,3:1
MTCH,2005-08-09 04:00:00+00:00,0.9,1:1.1111111111111112
MNST,2005-08-09 04:00:00+00:00,2.0,2:1
HQI,2005-08-22 04:00:00+00:00,5.0,5:1
TOWN,2005-08-24 04:00:00+00:00,1.03,1.03:1
CWCO,2005-08-25 04:00:00+00:00,2.0,2:1
ROP,2005-08-29 04:00:00+00:00,2.0,2:1
IBCP,2005-09-01 04:00:00+00:00,1.05,1.05:1
CASS,2005-09-16 04:00:00+00:00,1.5,1.5:1
PLBC,2005-09-19 04:00:00+00:00,1.5,1.5:1
AROW,2005-09-20 04:00:00+00:00,1.03,1.03:1
TXRH,2005-09-26 04:00:00+00:00,2.0,2:1
URBN,2005-09-26 04:00:00+00:00,2.0,2:1
BOOM,2005-10-13 04:00:00+00:00,2.0,2:1
CHRW,2005-10-17 04:00:00+00:00,2.0,2:1
SBUX,2005-10-24 04:00:00+00:00,2.0,2:1
BCBP,2005-10-28 04:00:00+00:00,1.25,1.25:1
CWBC,2005-11-01 05:00:00+00:00,2.0,2:1
FAST,2005-11-14 05:00:00+00:00,2.0,2:1
CBSH,2005-11-25 05:00:00+00:00,1.05,1.05:1
HOLX,2005-12-01 05:00:00+00:00,2.0,2:1
CZNC,2005-12-27 05:00:00+00:00,1.01,1.01:1
JBLU,2005-12-27 05:00:00+00:00,1.5,1.5:1
MRTN,2005-12-27 05:00:00+00:00,1.5,1.5:1
NSSC,2005-12-29 05:00:00+00:00,1.5,1.5:1
GLBZ,2006-01-05 05:00:00+00:00,1.2,1.2:1
JJSF,2006-01-06 05:00:00+00:00,2.0,2:1
PZZA,2006-01-17 05:00:00+00:00,2.0,2:1
OVLY,2006-01-17 05:00:00+00:00,1.5,1.5:1
LKQ,2006-01-17 05:00:00+00:00,2.0,2:1
SNFCA,2006-01-18 05:00:00+00:00,1.05,1.05:1
FDBC,2006-01-26 05:00:00+00:00,1.1,1.1:1
CVBF,2006-01-27 05:00:00+00:00,1.25,1.25:1
WWD,2006-02-15 05:00:00+00:00,3.0,3:1
CTLP,2006-02-17 05:00:00+00:00,0.01,1:100
PTC,2006-02-28 05:00:00+00:00,0.4,1:2.5
IMNN,2006-02-28 05:00:00+00:00,0.0666666666666666,1:15
ISBA,2006-03-02 05:00:00+00:00,1.1,1.1:1
HNNA,2006-03-08 05:00:00+00:00,1.5,1.5:1
BOTJ,2006-03-13 05:00:00+00:00,1.25,1.25:1
RBCAA,2006-03-22 05:00:00+00:00,1.05,1.05:1
BGMS,2006-03-27 05:00:00+00:00,0.1,1:10
GIII,2006-03-28 05:00:00+00:00,1.5,1.5:1
