ticker,Date,Stock Splits,Split Ratio
ATNI,2006-04-03 04:00:00+00:00,2.5,2.5:1
NKSH,2006-04-03 04:00:00+00:00,2.0,2:1
TWIN,2006-04-03 04:00:00+00:00,2.0,2:1
PKBK,2006-04-07 04:00:00+00:00,1.2,1.2:1
NVDA,2006-04-07 04:00:00+00:00,2.0,2:1
DWSN,2006-04-07 04:00:00+00:00,1.05,1.05:1
TCOM,2006-04-11 04:00:00+00:00,2.0,2:1
ZUMZ,2006-04-20 04:00:00+00:00,2.0,2:1
DGICA,2006-04-27 04:00:00+00:00,1.3333333333333333,1.3333333333333333:1
DGICB,2006-04-27 04:00:00+00:00,1.3333333333333333,1.3333333333333333:1
LKFN,2006-05-01 04:00:00+00:00,2.0,2:1
UBFO,2006-05-02 04:00:00+00:00,2.0,2:1
VLY,2006-05-04 04:00:00+00:00,1.05,1.05:1
SYBT,2006-05-08 04:00:00+00:00,1.05,1.05:1
NWFL,2006-05-10 04:00:00+00:00,1.05,1.05:1
FMAO,2006-05-15 04:00:00+00:00,4.0,4:1
HTLD,2006-05-16 04:00:00+00:00,1.3333333333333333,1.3333333333333333:1
FULT,2006-05-17 04:00:00+00:00,1.05,1.05:1
ZD,2006-05-25 04:00:00+00:00,2.0,2:1
SHOO,2006-05-26 04:00:00+00:00,1.5,1.5:1
UMBF,2006-05-31 04:00:00+00:00,2.0,2:1
NICE,2006-05-31 04:00:00+00:00,2.0,2:1
PEBK,2006-06-01 04:00:00+00:00,1.1,1.1:1
ABEO,2006-06-05 04:00:00+00:00,0.2,1:5
SHBI,2006-06-06 04:00:00+00:00,1.5,1.5:1
HUBG,2006-06-07 04:00:00+00:00,2.0,2:1
NSSC,2006-06-08 04:00:00+00:00,1.5,1.5:1
SNBR,2006-06-09 04:00:00+00:00,1.5,1.5:1
MAR,2006-06-12 04:00:00+00:00,2.0,2:1
UNTY,2006-06-14 04:00:00+00:00,1.05,1.05:1
DAKT,2006-06-23 04:00:00+00:00,2.0,2:1
TROW,2006-06-26 04:00:00+00:00,2.0,2:1
ANDE,2006-06-29 04:00:00+00:00,2.0,2:1
SCWO,2006-06-30 04:00:00+00:00,0.12,1:8.333333333333334
ARTNA,2006-07-03 04:00:00+00:00,1.5,1.5:1
ALOT,2006-07-03 04:00:00+00:00,1.25,1.25:1
INTU,2006-07-07 04:00:00+00:00,2.0,2:1
MNST,2006-07-10 04:00:00+00:00,4.0,4:1
CZFS,2006-07-12 04:00:00+00:00,1.01,1.01:1
FCAP,2006-07-17 04:00:00+00:00,1.1,1.1:1
LOGI,2006-07-17 04:00:00+00:00,2.0,2:1
XRAY,2006-07-18 04:00:00+00:00,2.0,2:1
SFST,2006-07-20 04:00:00+00:00,1.1,1.1:1
MRVL,2006-07-25 04:00:00+00:00,2.0,2:1
VOD,2006-07-31 04:00:00+00:00,0.875,1:1.1428571428571428
LAKE,2006-07-31 04:00:00+00:00,1.1,1.1:1
CAR,2006-08-01 04:00:00+00:00,6.25,6.25:1
PCAR,2006-08-11 04:00:00+00:00,1.5,1.5:1
CSX,2006-08-16 04:00:00+00:00,2.0,2:1
LWAY,2006-08-16 04:00:00+00:00,2.0,2:1
RVSB,2006-08-25 04:00:00+00:00,2.0,2:1
LSTA,2006-08-31 04:00:00+00:00,0.1,1:10
IBCP,2006-08-31 04:00:00+00:00,1.05,1.05:1
CAR,2006-09-05 04:00:00+00:00,0.1,1:10
YORW,2006-09-12 04:00:00+00:00,1.5,1.5:1
CASS,2006-09-18 04:00:00+00:00,1.5,1.5:1
AROW,2006-09-20 04:00:00+00:00,1.03,1.03:1
TAOP,2006-10-03 04:00:00+00:00,4.444,4.444:1
ESEA,2006-10-06 04:00:00+00:00,0.3333333333333333,1:3
VIAV,2006-10-17 04:00:00+00:00,0.125,1:8
EML,2006-10-18 04:00:00+00:00,1.5,1.5:1
GURE,2006-10-23 04:00:00+00:00,0.01,1:100
ICLR,2006-10-24 04:00:00+00:00,2.0,2:1
STLD,2006-11-21 05:00:00+00:00,2.0,2:1
CBSH,2006-11-27 05:00:00+00:00,1.05,1.05:1
UBCP,2006-11-29 05:00:00+00:00,1.1,1.1:1
MBCN,2006-11-29 05:00:00+00:00,1.05,1.05:1
EZPW,2006-12-12 05:00:00+00:00,3.0,3:1
CZNC,2006-12-28 05:00:00+00:00,1.01,1.01:1
CVBF,2007-01-03 05:00:00+00:00,1.1,1.1:1
SNFCA,2007-01-17 05:00:00+00:00,1.05,1.05:1
DRS,2007-02-14 05:00:00+00:00,0.3333333333333333,1:3
PFBC,2007-02-21 05:00:00+00:00,1.5,1.5:1
SIGI,2007-02-21 05:00:00+00:00,2.0,2:1
CMCSA,2007-02-22 05:00:00+00:00,1.5,1.5:1
TRMB,2007-02-23 05:00:00+00:00,2.0,2:1
RYAAY,2007-02-28 05:00:00+00:00,2.0,2:1
HNNA,2007-03-08 05:00:00+00:00,1.5,1.5:1
JCTC,2007-03-15 04:00:00+00:00,1.5,1.5:1
RBCAA,2007-03-21 04:00:00+00:00,1.05,1.05:1
GROW,2007-03-30 04:00:00+00:00,2.0,2:1
NEON,2007-04-02 04:00:00+00:00,0.2,1:5
PKBK,2007-04-10 04:00:00+00:00,1.1,1.1:1
DWSN,2007-04-11 04:00:00+00:00,1.05,1.05:1
FONR,2007-04-17 04:00:00+00:00,0.04,1:25
MBWM,2007-04-19 04:00:00+00:00,1.05,1.05:1
VLGEA,2007-04-27 04:00:00+00:00,2.0,2:1
FRST,2007-04-30 04:00:00+00:00,1.1,1.1:1
VLY,2007-05-09 04:00:00+00:00,1.05,1.05:1
LCNB,2007-05-11 04:00:00+00:00,2.0,2:1
SPCB,2007-05-14 04:00:00+00:00,0.1699986400108799,1:5.8824000000000005
DLPN,2007-05-18 04:00:00+00:00,0.0666666666666666,1:15
ORRF,2007-05-23 04:00:00+00:00,1.05,1.05:1
FIZZ,2007-05-31 04:00:00+00:00,1.2,1.2:1
TSBK,2007-06-06 04:00:00+00:00,2.0,2:1
UNTY,2007-06-13 04:00:00+00:00,1.05,1.05:1
CROX,2007-06-15 04:00:00+00:00,2.0,2:1
MIDD,2007-06-18 04:00:00+00:00,2.0,2:1
PEBK,2007-06-18 04:00:00+00:00,1.5,1.5:1
ABVC,2007-06-19 04:00:00+00:00,1.573,1.573:1
SEIC,2007-06-22 04:00:00+00:00,2.0,2:1
GILD,2007-06-25 04:00:00+00:00,2.0,2:1
VSEC,2007-06-29 04:00:00+00:00,2.0,2:1
FMBH,2007-07-02 04:00:00+00:00,1.5,1.5:1
CZFS,2007-07-11 04:00:00+00:00,1.01,1.01:1
IOSP,2007-07-23 04:00:00+00:00,2.0,2:1
TCOM,2007-07-31 04:00:00+00:00,2.0,2:1
LSTA,2007-08-09 04:00:00+00:00,0.1,1:10
FFIV,2007-08-21 04:00:00+00:00,2.0,2:1
AAON,2007-08-22 04:00:00+00:00,1.5,1.5:1
QUBT,2007-08-29 04:00:00+00:00,0.01,1:100
SSYS,2007-08-30 04:00:00+00:00,2.0,2:1
NEOG,2007-09-05 04:00:00+00:00,1.5,1.5:1
NVDA,2007-09-11 04:00:00+00:00,1.5,1.5:1
AROW,2007-09-19 04:00:00+00:00,1.03,1.03:1
ASML,2007-10-01 04:00:00+00:00,0.8888888888888888,1:1.125
MNRO,2007-10-02 04:00:00+00:00,1.5,1.5:1
ADAM,2007-10-09 04:00:00+00:00,0.2,1:5
PCAR,2007-10-10 04:00:00+00:00,1.5,1.5:1
RUSHB,2007-10-11 04:00:00+00:00,1.5,1.5:1
RUSHA,2007-10-11 04:00:00+00:00,1.5,1.5:1
JACK,2007-10-16 04:00:00+00:00,2.0,2:1
VHC,2007-10-30 04:00:00+00:00,0.3333333333333333,1:3
IDXX,2007-11-27 05:00:00+00:00,2.0,2:1
CBSH,2007-11-27 05:00:00+00:00,1.05,1.05:1
GURE,2007-11-28 05:00:00+00:00,2.0,2:1
MBCN,2007-11-29 05:00:00+00:00,1.05,1.05:1
ASTC,2007-11-29 05:00:00+00:00,0.1,1:10
CASS,2007-11-29 05:00:00+00:00,1.1,1.1:1
LKQ,2007-12-04 05:00:00+00:00,2.0,2:1
CZNC,2007-12-28 05:00:00+00:00,1.01,1.01:1
TWIN,2008-01-02 05:00:00+00:00,2.0,2:1
GLBZ,2008-01-10 05:00:00+00:00,1.2,1.2:1
SNFCA,2008-01-16 05:00:00+00:00,1.05,1.05:1
AMRN,2008-01-18 05:00:00+00:00,0.1,1:10
FKWL,2008-01-22 05:00:00+00:00,0.0142857142857142,1:70
WWD,2008-02-15 05:00:00+00:00,2.0,2:1
CLDX,2008-03-10 04:00:00+00:00,0.0833333333333333,1:12
ISBA,2008-03-11 04:00:00+00:00,1.1,1.1:1
BCDA,2008-03-14 04:00:00+00:00,0.1,1:10
STLD,2008-03-31 04:00:00+00:00,2.0,2:1
MDXG,2008-04-02 04:00:00+00:00,0.3235,1:3.0911901081916535
PKBK,2008-04-03 04:00:00+00:00,1.15,1.15:1
HOLX,2008-04-03 04:00:00+00:00,2.0,2:1
DWSN,2008-04-10 04:00:00+00:00,1.05,1.05:1
DLHC,2008-04-21 04:00:00+00:00,0.25,1:4
EVO,2008-05-05 04:00:00+00:00,1.897173211914248,1.897173211914248:1
VLY,2008-05-07 04:00:00+00:00,1.05,1.05:1
ADAM,2008-05-29 04:00:00+00:00,0.5,1:2
IPAR,2008-06-02 04:00:00+00:00,1.5,1.5:1
PXLW,2008-06-04 04:00:00+00:00,0.3333333333333333,1:3
ERIC,2008-06-10 04:00:00+00:00,2.0,2:1
UNTY,2008-06-11 04:00:00+00:00,1.05,1.05:1
BOTJ,2008-06-13 04:00:00+00:00,1.1,1.1:1
RDCM,2008-06-16 04:00:00+00:00,0.25,1:4
CZFS,2008-07-09 04:00:00+00:00,1.01,1.01:1
SSP,2008-07-16 04:00:00+00:00,0.3333333333333333,1:3
ARTW,2008-07-31 04:00:00+00:00,2.0,2:1
ICLR,2008-08-13 04:00:00+00:00,2.0,2:1
MTCH,2008-08-21 04:00:00+00:00,1.146,1.146:1
ACHV,2008-08-21 04:00:00+00:00,0.0555555555555555,1:18
SYNA,2008-09-02 04:00:00+00:00,1.5,1.5:1
DXPE,2008-10-01 04:00:00+00:00,2.0,2:1
UBFO,2008-10-08 04:00:00+00:00,1.01,1.01:1
SCKT,2008-10-24 04:00:00+00:00,0.1,1:10
CBSH,2008-11-12 05:00:00+00:00,1.05,1.05:1
SBLK,2008-11-25 05:00:00+00:00,1.026,1.026:1
POCI,2008-12-11 05:00:00+00:00,0.04,1:25
UBFO,2009-01-07 05:00:00+00:00,1.01,1.01:1
SNFCA,2009-01-14 05:00:00+00:00,1.05,1.05:1
VLGEA,2009-01-23 05:00:00+00:00,2.0,2:1
ORKA,2009-01-28 05:00:00+00:00,0.05,1:20
SGA,2009-01-29 05:00:00+00:00,0.25,1:4
MYGN,2009-03-26 04:00:00+00:00,2.0,2:1
UBFO,2009-04-07 04:00:00+00:00,1.01,1.01:1
DWSN,2009-04-24 04:00:00+00:00,1.05,1.05:1
VLY,2009-05-06 04:00:00+00:00,1.05,1.05:1
HWBK,2009-06-11 04:00:00+00:00,1.04,1.04:1
BOTJ,2009-06-12 04:00:00+00:00,1.05,1.05:1
SEVN,2009-06-17 04:00:00+00:00,0.6666666666666666,1:1.5
MAR,2009-06-23 04:00:00+00:00,1.004,1.004:1
PGC,2009-07-07 04:00:00+00:00,1.05,1.05:1
UBFO,2009-07-08 04:00:00+00:00,1.01,1.01:1
CZFS,2009-07-15 04:00:00+00:00,1.01,1.01:1
TXMD,2009-07-27 04:00:00+00:00,3.0,3:1
SANM,2009-08-17 04:00:00+00:00,0.1666666666666666,1:6
MAR,2009-08-18 04:00:00+00:00,1.004,1.004:1
KTOS,2009-09-11 04:00:00+00:00,0.1,1:10
AROW,2009-09-16 04:00:00+00:00,1.03,1.03:1
UTHR,2009-09-23 04:00:00+00:00,2.0,2:1
LTBR,2009-09-29 04:00:00+00:00,0.0333333333333333,1:30
UBFO,2009-10-07 04:00:00+00:00,1.01,1.01:1
GURE,2009-10-12 04:00:00+00:00,0.25,1:4
HST,2009-11-04 05:00:00+00:00,1.0215,1.0215:1
TENX,2009-11-09 05:00:00+00:00,0.0666666666666666,1:15
MAR,2009-11-17 05:00:00+00:00,1.003,1.003:1
CRESY,2009-11-18 05:00:00+00:00,1.053,1.053:1
CBSH,2009-11-25 05:00:00+00:00,1.05,1.05:1
KOSS,2009-12-02 05:00:00+00:00,2.0,2:1
NEOG,2009-12-16 05:00:00+00:00,1.5,1.5:1
ASUR,2009-12-29 05:00:00+00:00,0.1,1:10
UBFO,2010-01-06 05:00:00+00:00,1.01,1.01:1
BOSC,2010-01-12 05:00:00+00:00,0.2,1:5
SNFCA,2010-01-13 05:00:00+00:00,1.05,1.05:1
TCOM,2010-01-21 05:00:00+00:00,2.0,2:1
IPM,2010-01-25 05:00:00+00:00,3.0,3:1
CYRX,2010-02-05 05:00:00+00:00,0.1,1:10
VCEL,2010-02-18 05:00:00+00:00,0.125,1:8
SBET,2010-03-02 05:00:00+00:00,0.5,1:2
LITS,2010-03-31 04:00:00+00:00,0.1,1:10
EBMT,2010-04-05 04:00:00+00:00,3.8,3.8:1
UBFO,2010-04-07 04:00:00+00:00,1.01,1.01:1
LMNR,2010-04-08 04:00:00+00:00,10.0,10:1
RDGT,2010-04-14 04:00:00+00:00,0.5,1:2
DWSN,2010-04-28 04:00:00+00:00,1.05,1.05:1
SHOO,2010-05-03 04:00:00+00:00,1.5,1.5:1
VLY,2010-05-05 04:00:00+00:00,1.05,1.05:1
PKBK,2010-05-07 04:00:00+00:00,1.1,1.1:1
BOTJ,2010-06-17 04:00:00+00:00,1.1,1.1:1
PDEX,2010-06-18 04:00:00+00:00,0.3333333333333333,1:3
DLTR,2010-06-25 04:00:00+00:00,1.5,1.5:1
CASI,2010-07-01 04:00:00+00:00,0.0909090909090909,1:11
GLBS,2010-07-29 04:00:00+00:00,0.25,1:4
XOMA,2010-08-18 04:00:00+00:00,0.0666666666666666,1:15
IBCP,2010-09-01 04:00:00+00:00,0.1,1:10
TSCO,2010-09-03 04:00:00+00:00,2.0,2:1
AROW,2010-09-17 04:00:00+00:00,1.03,1.03:1
UBFO,2010-10-06 04:00:00+00:00,1.01,1.01:1
SBRA,2010-11-16 05:00:00+00:00,0.3333333333333333,1:3
CFFN,2010-12-22 05:00:00+00:00,2.2637,2.2637:1
MNRO,2010-12-27 05:00:00+00:00,1.5,1.5:1
NOVT,2010-12-29 05:00:00+00:00,0.3333333333333333,1:3
GTIM,2010-12-31 05:00:00+00:00,0.3333333333333333,1:3
UBFO,2011-01-06 05:00:00+00:00,1.01,1.01:1
SNFCA,2011-01-12 05:00:00+00:00,1.05,1.05:1
OBLG,2011-01-14 05:00:00+00:00,0.25,1:4
FRPH,2011-01-18 05:00:00+00:00,3.0,3:1
IMOS,2011-01-24 05:00:00+00:00,0.25,1:4
SFST,2011-01-26 05:00:00+00:00,1.1,1.1:1
PRGS,2011-01-31 05:00:00+00:00,1.5,1.5:1
ABVC,2011-02-18 05:00:00+00:00,0.2,1:5
INSM,2011-03-03 05:00:00+00:00,0.1,1:10
RFIL,2011-03-11 05:00:00+00:00,2.0,2:1
NEPH,2011-03-17 04:00:00+00:00,0.05,1:20
NEON,2011-03-28 04:00:00+00:00,0.04,1:25
CLRB,2011-04-11 04:00:00+00:00,0.0065359477124183,1:153
NDSN,2011-04-13 04:00:00+00:00,2.0,2:1
VLY,2011-05-04 04:00:00+00:00,1.05,1.05:1
MMSI,2011-05-06 04:00:00+00:00,1.25,1.25:1
DOMH,2011-05-09 04:00:00+00:00,0.1,1:10
ACGL,2011-05-12 04:00:00+00:00,3.0,3:1
PLUG,2011-05-20 04:00:00+00:00,0.1,1:10
FAST,2011-05-23 04:00:00+00:00,2.0,2:1
BANR,2011-06-01 04:00:00+00:00,0.1428571428571428,1:7
SHOO,2011-06-01 04:00:00+00:00,1.5,1.5:1
LECO,2011-06-01 04:00:00+00:00,2.0,2:1
FFIN,2011-06-02 04:00:00+00:00,1.5,1.5:1
FTNT,2011-06-02 04:00:00+00:00,2.0,2:1
ALTO,2011-06-08 04:00:00+00:00,0.1428571428571428,1:7
VABK,2011-06-13 04:00:00+00:00,1.15,1.15:1
AAON,2011-06-14 04:00:00+00:00,1.5,1.5:1
CSX,2011-06-16 04:00:00+00:00,3.0,3:1
PFBC,2011-06-20 04:00:00+00:00,0.2,1:5
SHIP,2011-06-27 04:00:00+00:00,0.0666666666666666,1:15
MBOT,2011-07-06 04:00:00+00:00,0.1,1:10
LULU,2011-07-12 04:00:00+00:00,2.0,2:1
OZK,2011-08-17 04:00:00+00:00,2.0,2:1
RGCO,2011-09-02 04:00:00+00:00,2.0,2:1
HYFT,2011-09-13 04:00:00+00:00,0.1,1:10
AROW,2011-09-19 04:00:00+00:00,1.03,1.03:1
TXMD,2011-10-03 04:00:00+00:00,0.01,1:100
AGEN,2011-10-03 04:00:00+00:00,0.1666666666666666,1:6
UBFO,2011-10-12 04:00:00+00:00,1.01,1.01:1
ACHC,2011-11-01 04:00:00+00:00,0.25,1:4
CARV,2011-11-01 04:00:00+00:00,0.0666666666666666,1:15
ARWR,2011-11-17 05:00:00+00:00,0.1,1:10
MAR,2011-11-22 05:00:00+00:00,1.061,1.061:1
HBNC,2011-12-12 05:00:00+00:00,1.5,1.5:1
ROST,2011-12-16 05:00:00+00:00,2.0,2:1
HAFC,2011-12-19 05:00:00+00:00,0.125,1:8
KZIA,2012-01-03 05:00:00+00:00,0.2,1:5
IEP,2012-01-05 05:00:00+00:00,1.0043,1.0043:1
SNFCA,2012-01-11 05:00:00+00:00,1.05,1.05:1
UBFO,2012-01-11 05:00:00+00:00,1.01,1.01:1
MTEX,2012-01-17 05:00:00+00:00,0.1,1:10
CLWT,2012-01-17 05:00:00+00:00,0.1818181818181818,1:5.500000000000001
SFST,2012-02-01 05:00:00+00:00,1.1,1.1:1
SNGX,2012-02-01 05:00:00+00:00,0.05,1:20
MNST,2012-02-16 05:00:00+00:00,2.0,2:1
MVIS,2012-02-21 05:00:00+00:00,0.125,1:8
HROW,2012-02-24 05:00:00+00:00,0.125,1:8
TAOP,2012-03-02 05:00:00+00:00,0.5,1:2
MCHB,2012-03-09 05:00:00+00:00,2.0,2:1
IEP,2012-03-13 04:00:00+00:00,1.0063,1.0063:1
TBCH,2012-03-22 04:00:00+00:00,0.2,1:5
GALT,2012-03-23 04:00:00+00:00,0.1666666666666666,1:6
CPRT,2012-03-29 04:00:00+00:00,2.0,2:1
UBFO,2012-04-11 04:00:00+00:00,1.01,1.01:1
DWSN,2012-04-26 04:00:00+00:00,1.05,1.05:1
SCVL,2012-04-30 04:00:00+00:00,1.5,1.5:1
ASUR,2012-05-01 04:00:00+00:00,1.5,1.5:1
CFBK,2012-05-04 04:00:00+00:00,0.2,1:5
PKBK,2012-05-04 04:00:00+00:00,1.1,1.1:1
VLY,2012-05-09 04:00:00+00:00,1.05,1.05:1
IEP,2012-05-14 04:00:00+00:00,1.0053,1.0053:1
TOWN,2012-05-23 04:00:00+00:00,1.03,1.03:1
CRDF,2012-05-30 04:00:00+00:00,0.1666666666666666,1:6
BPOP,2012-05-30 04:00:00+00:00,0.1,1:10
ANIP,2012-06-04 04:00:00+00:00,0.1666666666666666,1:6
HWBK,2012-06-13 04:00:00+00:00,1.04,1.04:1
DORM,2012-06-18 04:00:00+00:00,2.0,2:1
DLTR,2012-06-27 04:00:00+00:00,2.0,2:1
UBFO,2012-07-11 04:00:00+00:00,1.01,1.01:1
SRPT,2012-07-12 04:00:00+00:00,0.1666666666666666,1:6
CZFS,2012-07-18 04:00:00+00:00,1.01,1.01:1
GRFS,2012-07-23 04:00:00+00:00,0.5,1:2
IZEA,2012-08-02 04:00:00+00:00,0.025,1:40
TSEM,2012-08-06 04:00:00+00:00,0.0666666666666666,1:15
NTWK,2012-08-13 04:00:00+00:00,0.1,1:10
IEP,2012-08-14 04:00:00+00:00,1.0062,1.0062:1
BWEN,2012-08-23 04:00:00+00:00,0.1,1:10
DGLY,2012-08-24 04:00:00+00:00,0.125,1:8
BGMS,2012-08-27 04:00:00+00:00,0.1428571428571428,1:7
AROW,2012-09-17 04:00:00+00:00,1.02,1.02:1
LKQ,2012-09-19 04:00:00+00:00,2.0,2:1
DOMH,2012-09-24 04:00:00+00:00,0.05,1:20
XTLB,2012-10-04 04:00:00+00:00,0.1,1:10
UBFO,2012-10-10 04:00:00+00:00,1.01,1.01:1
SUIG,2012-10-10 04:00:00+00:00,0.0909090909090909,1:11
SBLK,2012-10-15 04:00:00+00:00,0.0666666666666666,1:15
ATRO,2012-10-25 04:00:00+00:00,1.15,1.15:1
CBAT,2012-10-26 04:00:00+00:00,0.2,1:5
MCHB,2012-11-08 05:00:00+00:00,2.0,2:1
VXRT,2012-11-09 05:00:00+00:00,0.1666666666666666,1:6
IEP,2012-11-13 05:00:00+00:00,1.0059,1.0059:1
HBNC,2012-11-13 05:00:00+00:00,1.5,1.5:1
CBSH,2012-11-28 05:00:00+00:00,1.05,1.05:1
CASS,2012-12-03 05:00:00+00:00,1.1,1.1:1
GRFS,2012-12-11 05:00:00+00:00,1.05,1.05:1
BOSC,2012-12-14 05:00:00+00:00,0.25,1:4
CREX,2012-12-17 05:00:00+00:00,0.2,1:5
LITS,2012-12-19 05:00:00+00:00,0.1666666666666666,1:6
NSPR,2012-12-21 05:00:00+00:00,0.25,1:4
SNFCA,2013-01-09 05:00:00+00:00,1.05,1.05:1
UBFO,2013-01-09 05:00:00+00:00,1.01,1.01:1
SGA,2013-01-17 05:00:00+00:00,1.3333333333333333,1.3333333333333333:1
NFBK,2013-01-25 05:00:00+00:00,1.4029,1.4029:1
KZIA,2013-01-28 05:00:00+00:00,3.038,3.038:1
GILD,2013-01-28 05:00:00+00:00,2.0,2:1
SFST,2013-01-30 05:00:00+00:00,1.1,1.1:1
VUZI,2013-02-06 05:00:00+00:00,0.0133333333333333,1:75
HROW,2013-02-08 05:00:00+00:00,0.2,1:5
ORKA,2013-03-05 05:00:00+00:00,0.1666666666666666,1:6
NIXX,2013-03-05 05:00:00+00:00,1.2,1.2:1
USAU,2013-03-18 04:00:00+00:00,0.1666666666666666,1:6
TRMB,2013-03-21 04:00:00+00:00,2.0,2:1
UTSI,2013-03-22 04:00:00+00:00,0.3333333333333333,1:3
UBFO,2013-04-10 04:00:00+00:00,1.01,1.01:1
RDWR,2013-04-15 04:00:00+00:00,2.0,2:1
BRTX,2013-04-15 04:00:00+00:00,0.02,1:50
DWSN,2013-04-26 04:00:00+00:00,1.05,1.05:1
TNXP,2013-05-01 04:00:00+00:00,0.05,1:20
JCTC,2013-05-02 04:00:00+00:00,2.0,2:1
PKBK,2013-05-03 04:00:00+00:00,1.1,1.1:1
NWFL,2013-05-13 04:00:00+00:00,1.1,1.1:1
TENX,2013-05-13 04:00:00+00:00,0.05,1:20
ALTO,2013-05-14 04:00:00+00:00,0.0666666666666666,1:15
HWBK,2013-06-12 04:00:00+00:00,1.04,1.04:1
SAIA,2013-06-14 04:00:00+00:00,1.5,1.5:1
MRTN,2013-06-17 04:00:00+00:00,1.5,1.5:1
CZFS,2013-06-19 04:00:00+00:00,1.05,1.05:1
INBK,2013-06-24 04:00:00+00:00,1.5,1.5:1
CYTK,2013-06-25 04:00:00+00:00,0.1666666666666666,1:6
AAON,2013-07-03 04:00:00+00:00,1.5,1.5:1
UBFO,2013-07-10 04:00:00+00:00,1.01,1.01:1
PEBO,2013-07-15 04:00:00+00:00,1.1,1.1:1
LSTA,2013-07-16 04:00:00+00:00,0.1,1:10
ANIP,2013-07-18 04:00:00+00:00,0.1666666666666666,1:6
MARA,2013-07-22 04:00:00+00:00,0.0769230769230769,1:13
PHIO,2013-07-24 04:00:00+00:00,0.0333333333333333,1:30
PRAA,2013-08-02 04:00:00+00:00,3.0,3:1
SPCB,2013-08-23 04:00:00+00:00,0.2352941176470588,1:4.250000000000001
AROW,2013-09-17 04:00:00+00:00,1.02,1.02:1
CGNX,2013-09-17 04:00:00+00:00,2.0,2:1
AEC,2013-09-23 04:00:00+00:00,0.1,1:10
IOVA,2013-09-26 04:00:00+00:00,0.01,1:100
TSCO,2013-09-27 04:00:00+00:00,2.0,2:1
FTLF,2013-09-30 04:00:00+00:00,0.1,1:10
SHOO,2013-10-02 04:00:00+00:00,1.5,1.5:1
ATRO,2013-10-08 04:00:00+00:00,1.249,1.249:1
UBFO,2013-10-09 04:00:00+00:00,1.01,1.01:1
PESI,2013-10-15 04:00:00+00:00,0.2,1:5
VCEL,2013-10-16 04:00:00+00:00,0.05,1:20
IMNN,2013-10-29 04:00:00+00:00,0.222,1:4.504504504504505
NEOG,2013-10-31 04:00:00+00:00,1.5,1.5:1
PENN,2013-11-04 05:00:00+00:00,4.423,4.423:1
HBIO,2013-11-04 05:00:00+00:00,1.319,1.319:1
CAPR,2013-11-21 05:00:00+00:00,0.02,1:50
CBSH,2013-11-26 05:00:00+00:00,1.05,1.05:1
STGW,2013-11-29 05:00:00+00:00,1.5,1.5:1
SBCF,2013-12-13 05:00:00+00:00,0.2,1:5
VIVK,2013-12-16 05:00:00+00:00,10.0,10:1
PZZA,2013-12-30 05:00:00+00:00,2.0,2:1
TCX,2013-12-31 05:00:00+00:00,0.25,1:4
UBFO,2014-01-08 05:00:00+00:00,1.01,1.01:1
SNFCA,2014-01-15 05:00:00+00:00,1.05,1.05:1
WSBF,2014-01-23 05:00:00+00:00,1.0972,1.0972:1
BLFS,2014-01-29 05:00:00+00:00,0.0714285714285714,1:14
MGEE,2014-02-10 05:00:00+00:00,1.5,1.5:1
ANDE,2014-02-19 05:00:00+00:00,1.5,1.5:1
VOD,2014-02-24 05:00:00+00:00,0.981,1:1.019367991845056
LBTYB,2014-03-04 05:00:00+00:00,1.948,1.948:1
LBTYA,2014-03-04 05:00:00+00:00,1.957,1.957:1
LBTYK,2014-03-04 05:00:00+00:00,2.0,2:1
CRVO,2014-03-10 04:00:00+00:00,0.01,1:100
ARQ,2014-03-17 04:00:00+00:00,2.0,2:1
MVBF,2014-04-02 04:00:00+00:00,2.0,2:1
PEGA,2014-04-02 04:00:00+00:00,2.0,2:1
GOOGL,2014-04-03 04:00:00+00:00,1.998,1.998:1
XTIA,2014-04-09 04:00:00+00:00,0.5,1:2
UBFO,2014-04-09 04:00:00+00:00,1.01,1.01:1
CMCT,2014-04-29 04:00:00+00:00,0.2,1:5
RZLT,2014-05-01 04:00:00+00:00,0.1666666666666666,1:6
SLM,2014-05-01 04:00:00+00:00,2.798,2.798:1
CTBI,2014-05-13 04:00:00+00:00,1.1,1.1:1
AMTX,2014-05-15 04:00:00+00:00,0.1,1:10
FFIN,2014-06-03 04:00:00+00:00,2.0,2:1
RILY,2014-06-03 04:00:00+00:00,0.05,1:20
INVA,2014-06-03 04:00:00+00:00,1.241,1.241:1
ENSG,2014-06-03 04:00:00+00:00,1.833,1.833:1
INO,2014-06-06 04:00:00+00:00,0.25,1:4
AAPL,2014-06-09 04:00:00+00:00,7.0,7:1
HWBK,2014-06-11 04:00:00+00:00,1.04,1.04:1
CLRB,2014-06-16 04:00:00+00:00,0.05,1:20
CZFS,2014-06-18 04:00:00+00:00,1.01,1.01:1
OZK,2014-06-24 04:00:00+00:00,2.0,2:1
MIDD,2014-06-27 04:00:00+00:00,3.0,3:1
FER,2014-07-02 04:00:00+00:00,1.018,1.018:1
UBFO,2014-07-09 04:00:00+00:00,1.01,1.01:1
SSKN,2014-07-10 04:00:00+00:00,0.1,1:10
ACIW,2014-07-11 04:00:00+00:00,3.0,3:1
ASMB,2014-07-14 04:00:00+00:00,0.2,1:5
AAON,2014-07-17 04:00:00+00:00,1.5,1.5:1
